Rule: ('otc alterations permit', '2.0') ==> ('St',)	 , confidence: 0.752,lift: 1.081
Rule: ('5.0', '0.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.982,lift: 1.908
Rule: ('5.0', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.982,lift: 1.908
Rule: ('5.0', '0.0') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.982,lift: 1.908
Rule: ('5.0', '', '0.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.982,lift: 1.908
Rule: ('5.0', '0.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.982,lift: 1.000
Rule: ('5.0', '0.0') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.982,lift: 1.908
Rule: ('', '5.0', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.982,lift: 1.908
Rule: ('5.0', '0.0') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.982,lift: 1.000
Rule: ('5.0', '', '0.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.982,lift: 1.000
Rule: ('5.0', '8', 'complete') ==> ('wood frame (5)',)	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('wood frame (5)',)	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('8', 'wood frame (5)')	 , confidence: 0.982,lift: 1.909
Rule: ('5.0', '8', 'complete') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.982,lift: 1.909
Rule: ('5.0', 'otc alterations permit', 'complete', '8') ==> ('wood frame (5)',)	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', '8', 'complete') ==> ('', 'wood frame (5)')	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', '', 'complete', '8') ==> ('wood frame (5)',)	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('', 'wood frame (5)')	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', '', 'complete', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.982,lift: 1.909
Rule: ('5.0', '8', 'complete') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.982,lift: 1.909
Rule: ('5.0', '', 'complete', 'otc alterations permit') ==> ('8', 'wood frame (5)')	 , confidence: 0.982,lift: 1.909
Rule: ('5.0', '', 'complete', '8') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.982,lift: 1.909
Rule: ('5.0', 'otc alterations permit', 'complete', '8') ==> ('', 'wood frame (5)')	 , confidence: 0.982,lift: 1.687
Rule: ('5.0', '', '8', 'complete', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.982,lift: 1.687
Rule: ('Y',) ==> ('2.0',)	 , confidence: 0.983,lift: 1.721
Rule: ('Y',) ==> ('', '2.0')	 , confidence: 0.983,lift: 1.721
Rule: ('Y', '') ==> ('2.0',)	 , confidence: 0.983,lift: 1.721
Rule: ('5.0', '0.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', '0.0', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.691
Rule: ('', '5.0', 'St', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', 'otc alterations permit', '0.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', '0.0', '8', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', '0.0', '8', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', '', 'St', '8', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', '0.0', 'otc alterations permit', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.691
Rule: ('', '5.0', 'otc alterations permit', 'St', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', 'otc alterations permit', '0.0', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '0.0', '8', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', 'otc alterations permit', '0.0', '8', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', 'otc alterations permit', '0.0', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '0.0', '8', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('', '5.0', 'St', '0.0', 'otc alterations permit') ==> ('8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('', '5.0', '0.0', '8', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', 'otc alterations permit', '0.0', '8', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.691
Rule: ('', '5.0', '0.0', 'St', 'otc alterations permit', '8') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.691
Rule: ('5.0', '0.0', 'complete') ==> ('8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '0.0', 'complete') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '0.0', 'complete') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.985,lift: 1.000
Rule: ('5.0', '0.0', 'complete') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('', '5.0', 'complete', '0.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '0.0', 'complete') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '', 'complete', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.914
Rule: ('5.0', '0.0', 'complete') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.985,lift: 1.000
Rule: ('', '5.0', 'complete', '0.0') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.985,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '0.0', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '0.0', '8', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '0.0', '8', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '', 'complete', '0.0', 'St', '8') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', 'otc alterations permit', '0.0', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.693
Rule: ('', '5.0', 'complete', '0.0', 'St', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '0.0', 'otc alterations permit', 'complete', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.915
Rule: ('5.0', '0.0', '8', 'complete', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.915
Rule: ('5.0', 'complete', '0.0', 'St', 'otc alterations permit', '8') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '0.0', 'otc alterations permit', 'complete', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.915
Rule: ('5.0', '0.0', '8', 'complete', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.915
Rule: ('5.0', '', 'complete', 'otc alterations permit', 'St', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.985,lift: 1.915
Rule: ('5.0', '', 'complete', '0.0', 'St', '8') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.985,lift: 1.915
Rule: ('5.0', 'complete', '0.0', 'St', 'otc alterations permit', '8') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '', 'complete', 'otc alterations permit', 'St', '0.0', '8') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '0.0', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.985,lift: 1.693
Rule: ('5.0', '', 'St', 'complete', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.985,lift: 1.693
Rule: ('0.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.988,lift: 1.099
Rule: ('0.0', 'St') ==> ('8',)	 , confidence: 0.988,lift: 1.099
Rule: ('0.0', 'St') ==> ('8', 'otc alterations permit')	 , confidence: 0.988,lift: 1.099
Rule: ('0.0', 'St') ==> ('', '8')	 , confidence: 0.988,lift: 1.099
Rule: ('', '0.0', 'St') ==> ('8',)	 , confidence: 0.988,lift: 1.099
Rule: ('0.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.988,lift: 1.099
Rule: ('', '0.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.988,lift: 1.099
Rule: ('0.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.988,lift: 1.000
Rule: ('', '0.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.988,lift: 1.000
Rule: ('Y', 'otc alterations permit') ==> ('2.0',)	 , confidence: 0.988,lift: 1.730
Rule: ('Y', '8') ==> ('2.0',)	 , confidence: 0.988,lift: 1.730
Rule: ('Y', 'otc alterations permit') ==> ('', '2.0')	 , confidence: 0.988,lift: 1.730
Rule: ('', 'Y', 'otc alterations permit') ==> ('2.0',)	 , confidence: 0.988,lift: 1.730
Rule: ('Y', '8') ==> ('', '2.0')	 , confidence: 0.988,lift: 1.730
Rule: ('', 'Y', '8') ==> ('2.0',)	 , confidence: 0.988,lift: 1.730
Rule: ('Y', 'otc alterations permit') ==> ('8', '2.0')	 , confidence: 0.988,lift: 2.084
Rule: ('Y', '8') ==> ('otc alterations permit', '2.0')	 , confidence: 0.988,lift: 2.084
Rule: ('Y', 'otc alterations permit', '8') ==> ('2.0',)	 , confidence: 0.988,lift: 1.730
Rule: ('Y', 'otc alterations permit') ==> ('', '8', '2.0')	 , confidence: 0.988,lift: 2.084
Rule: ('Y', '8') ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.988,lift: 2.084
Rule: ('', 'otc alterations permit', 'Y') ==> ('8', '2.0')	 , confidence: 0.988,lift: 2.084
Rule: ('', 'Y', '8') ==> ('otc alterations permit', '2.0')	 , confidence: 0.988,lift: 2.084
Rule: ('Y', 'otc alterations permit', '8') ==> ('', '2.0')	 , confidence: 0.988,lift: 1.730
Rule: ('', 'otc alterations permit', 'Y', '8') ==> ('2.0',)	 , confidence: 0.988,lift: 1.730
Rule: ('5.0', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', '0.0') ==> ('', 'wood frame (5)')	 , confidence: 0.989,lift: 1.699
Rule: ('', '5.0', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', '8', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('', 'wood frame (5)')	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', '', '0.0', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.989,lift: 1.923
Rule: ('5.0', '0.0', '8') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.989,lift: 1.923
Rule: ('5.0', 'otc alterations permit', '8', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', '0.0', '8') ==> ('', 'wood frame (5)')	 , confidence: 0.989,lift: 1.699
Rule: ('', '5.0', '8', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.989,lift: 1.923
Rule: ('5.0', '0.0', '8') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.989,lift: 1.923
Rule: ('5.0', '', '0.0', 'otc alterations permit') ==> ('8', 'wood frame (5)')	 , confidence: 0.989,lift: 1.923
Rule: ('5.0', '', '8', '0.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.989,lift: 1.923
Rule: ('5.0', 'otc alterations permit', '8', '0.0') ==> ('', 'wood frame (5)')	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', '', '0.0', '8', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.989,lift: 1.699
Rule: ('5.0', '0.0', 'complete') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '0.0', 'complete') ==> ('', 'wood frame (5)')	 , confidence: 0.990,lift: 1.700
Rule: ('', '5.0', 'complete', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '0.0', 'complete', '8') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', 'otc alterations permit', 'complete', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', 'otc alterations permit', 'complete', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.990,lift: 1.924
Rule: ('5.0', '0.0', 'complete', '8') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.990,lift: 1.924
Rule: ('5.0', 'otc alterations permit', '8', 'complete', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '0.0', 'complete', 'otc alterations permit') ==> ('', 'wood frame (5)')	 , confidence: 0.990,lift: 1.700
Rule: ('', '5.0', 'otc alterations permit', 'complete', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '0.0', 'complete', '8') ==> ('', 'wood frame (5)')	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '', '8', 'complete', '0.0') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '0.0', 'complete', 'otc alterations permit') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.990,lift: 1.924
Rule: ('5.0', '0.0', 'complete', '8') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.990,lift: 1.924
Rule: ('', '5.0', 'otc alterations permit', 'complete', '0.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.990,lift: 1.924
Rule: ('', '5.0', '8', 'complete', '0.0') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.990,lift: 1.924
Rule: ('5.0', '0.0', '8', 'complete', 'otc alterations permit') ==> ('', 'wood frame (5)')	 , confidence: 0.990,lift: 1.700
Rule: ('', '5.0', 'complete', 'otc alterations permit', '0.0', '8') ==> ('wood frame (5)',)	 , confidence: 0.990,lift: 1.700
Rule: ('5.0', '0.0', 'St') ==> ('8',)	 , confidence: 0.990,lift: 1.101
Rule: ('5.0', '0.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.990,lift: 1.101
Rule: ('5.0', '0.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('5.0', '0.0', 'St') ==> ('', '8')	 , confidence: 0.990,lift: 1.101
Rule: ('5.0', '', 'St', '0.0') ==> ('8',)	 , confidence: 0.990,lift: 1.101
Rule: ('5.0', '0.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.990,lift: 1.101
Rule: ('5.0', '', '0.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.990,lift: 1.101
Rule: ('5.0', '0.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('5.0', '', '0.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.990,lift: 1.101
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.990,lift: 1.812
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.990,lift: 1.812
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.990,lift: 1.101
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('5.0', '', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.990,lift: 1.101
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.990,lift: 1.812
Rule: ('5.0', '', 'St', 'wood frame (5)', '0.0') ==> ('8',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.990,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.990,lift: 1.812
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.990,lift: 1.101
Rule: ('', '5.0', 'St', 'wood frame (5)', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.990,lift: 1.101
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('', '5.0', '8', 'otc alterations permit')	 , confidence: 0.990,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('', '5.0', '0.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.990,lift: 1.000
Rule: ('0.0',) ==> ('otc alterations permit',)	 , confidence: 0.991,lift: 1.102
Rule: ('0.0',) ==> ('8',)	 , confidence: 0.991,lift: 1.102
Rule: ('0.0',) ==> ('', 'otc alterations permit')	 , confidence: 0.991,lift: 1.102
Rule: ('', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.991,lift: 1.102
Rule: ('0.0',) ==> ('', '8')	 , confidence: 0.991,lift: 1.102
Rule: ('', '0.0') ==> ('8',)	 , confidence: 0.991,lift: 1.102
Rule: ('0.0',) ==> ('8', 'otc alterations permit')	 , confidence: 0.991,lift: 1.102
Rule: ('0.0',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.991,lift: 1.000
Rule: ('', '0.0') ==> ('otc alterations permit', '8')	 , confidence: 0.991,lift: 1.000
Rule: ('5.0', 'complete', 'Av') ==> ('wood frame (5)',)	 , confidence: 0.991,lift: 1.702
Rule: ('5.0', 'complete', 'Av') ==> ('', 'wood frame (5)')	 , confidence: 0.991,lift: 1.702
Rule: ('5.0', '', 'complete', 'Av') ==> ('wood frame (5)',)	 , confidence: 0.991,lift: 1.702
Rule: ('5.0', '0.0') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('5.0', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('5.0', '0.0') ==> ('', 'otc alterations permit')	 , confidence: 0.992,lift: 1.104
Rule: ('5.0', '', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('5.0', '0.0') ==> ('', '8')	 , confidence: 0.992,lift: 1.104
Rule: ('5.0', '', '0.0') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('5.0', '0.0') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('5.0', '0.0') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('5.0', '', '0.0') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('8', 'otc alterations permit')	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.992,lift: 1.816
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 0.992,lift: 1.104
Rule: ('', '0.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('', '8')	 , confidence: 0.992,lift: 1.104
Rule: ('', '0.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('5.0', '8')	 , confidence: 0.992,lift: 1.816
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.992,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 0.992,lift: 1.104
Rule: ('', '0.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.992,lift: 1.816
Rule: ('5.0', '', 'wood frame (5)', '0.0') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('0.0', 'wood frame (5)') ==> ('', '5.0', '8')	 , confidence: 0.992,lift: 1.816
Rule: ('', '0.0', 'wood frame (5)') ==> ('5.0', '8')	 , confidence: 0.992,lift: 1.816
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('', '8')	 , confidence: 0.992,lift: 1.104
Rule: ('', '5.0', 'wood frame (5)', '0.0') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'wood frame (5)') ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.992,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('5.0', '', 'wood frame (5)', '0.0') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('0.0', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'complete', 'St') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'complete', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.992,lift: 1.104
Rule: ('', '0.0', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'complete', 'St') ==> ('', '8')	 , confidence: 0.992,lift: 1.104
Rule: ('', '0.0', 'complete', 'St') ==> ('8',)	 , confidence: 0.992,lift: 1.103
Rule: ('0.0', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('0.0', 'complete', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('', '0.0', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.992,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('8',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('', '8')	 , confidence: 0.993,lift: 1.105
Rule: ('', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('8',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.993,lift: 1.105
Rule: ('', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.993,lift: 1.818
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', '8')	 , confidence: 0.993,lift: 1.818
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('8',)	 , confidence: 0.993,lift: 1.105
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', '', '8')	 , confidence: 0.993,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('', '8')	 , confidence: 0.993,lift: 1.105
Rule: ('', '0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', '8')	 , confidence: 0.993,lift: 1.818
